Player1,Player2,P1Wins,tourney_date,tourney_name,tourney_index,tourney_id,match_num,P1_Rank,P2_Rank,P1_Country,P1_Age,P1_Matches_Played,P1_Matches_Won,P1_Matches_Lost,P1_P_Win,P1_P_Sets,P1_Ace_Sets,P1_Elo,P2_Country,P2_Age,P2_Matches_Played,P2_Matches_Won,P2_Matches_Lost,P2_P_Win,P2_P_Sets,P2_Ace_Sets,P2_Elo
Lukas Lacko,Robin Haase,0,3/18/2019,Miami Masters,287,2019-M007,215,130,65,SVK,31,21,9,12,0.428571429,0.42,2.82,1433.118388,NED,31,48,19,29,0.395833333,0.435114504,2.580152672,1501.460055
Casper Ruud,Felix Auger Aliassime,0,3/18/2019,Miami Masters,287,2019-M007,219,98,57,NOR,20,16,9,7,0.5625,0.5,1.9,1515.615802,CAN,18,24,13,11,0.541666667,0.566666667,2.5,1685.106452
Matteo Berrettini,Hubert Hurkacz,0,3/18/2019,Miami Masters,287,2019-M007,220,52,54,ITA,22,46,23,23,0.5,0.5,3.049180328,1523.184231,POL,22,23,9,14,0.391304348,0.421875,2.53125,1614.658599
Martin Klizan,Lorenzo Sonego,0,3/18/2019,Miami Masters,287,2019-M007,223,48,106,SVK,29,32,21,11,0.65625,0.556962025,1.746835443,1622.026102,ITA,23,16,7,9,0.4375,0.431818182,2.409090909,1496.104746
Marius Copil,Albert Ramos,0,3/18/2019,Miami Masters,287,2019-M007,224,73,86,ROU,28,34,13,21,0.382352941,0.443181818,4.545454545,1481.670139,ESP,31,47,19,28,0.404255319,0.415254237,1.288135593,1525.665863
Thomas Fabbiano,Ilya Ivashka,0,3/18/2019,Miami Masters,287,2019-M007,227,90,110,ITA,29,19,8,11,0.421052632,0.440677966,0.694915254,1439.07373,BLR,25,19,6,13,0.315789474,0.354166667,2.666666667,1453.857681
Taylor Fritz,Maximilian Marterer,0,3/18/2019,Miami Masters,287,2019-M007,228,56,101,USA,21,41,20,21,0.487804878,0.504504505,3.666666667,1549.882305,GER,23,43,16,27,0.372093023,0.407407407,2.277777778,1415.188988
Mikhail Kukushkin,Guido Andreozzi,0,3/18/2019,Miami Masters,287,2019-M007,231,43,80,KAZ,31,43,22,21,0.511627907,0.495238095,1.076190476,1552.99201,ARG,27,17,5,12,0.294117647,0.304347826,1.739130435,1409.931208
Bradley Klahn,Janko Tipsarevic,0,3/18/2019,Miami Masters,287,2019-M007,232,93,453,USA,28,15,5,10,0.333333333,0.365853659,3.414634146,1406.557189,SRB,34,1,0,1,0,0.25,1.5,1451.404287
Federico Delbonis,Peter Gojowczyk,1,3/18/2019,Miami Masters,287,2019-M007,235,83,87,ARG,28,27,9,18,0.333333333,0.391891892,1.256756757,1484.289474,GER,29,40,16,24,0.4,0.396039604,2.752475248,1517.38456
Bernard Tomic,Thiago Monteiro,1,3/18/2019,Miami Masters,287,2019-M007,236,81,117,AUS,26,20,10,10,0.5,0.509433962,3.698113208,1546.809509,BRA,24,11,5,6,0.454545455,0.461538462,1.307692308,1429.645179
Alexander Zverev,David Ferrer,0,3/18/2019,Miami Masters,287,2019-M007,238,3,155,GER,21,73,56,17,0.767123288,0.703703704,2.925925926,1817.187986,ESP,36,18,6,12,0.333333333,0.409090909,0.795454545,1548.9619
Frances Tiafoe,Miomir Kecmanovic,1,3/18/2019,Miami Masters,287,2019-M007,239,34,95,USA,21,49,25,24,0.510204082,0.511111111,2.881481481,1603.027555,SRB,19,8,3,5,0.375,0.352941176,1.176470588,1512.033006
David Goffin,Pablo Andujar,1,3/18/2019,Miami Masters,287,2019-M007,240,20,88,BEL,28,42,24,18,0.571428571,0.535714286,1.678571429,1690.87005,ESP,33,13,6,7,0.461538462,0.433333333,0.433333333,1454.758789
Marin Cilic,Andrey Rublev,0,3/18/2019,Miami Masters,287,2019-M007,242,11,99,CRO,30,50,32,18,0.64,0.618055556,3.520833333,1736.605436,RUS,21,31,12,19,0.387096774,0.397260274,2.424657534,1565.555928
Denis Shapovalov,Daniel Evans,1,3/18/2019,Miami Masters,287,2019-M007,243,23,97,CAN,19,59,32,27,0.542372881,0.512820513,2.923076923,1685.509419,GBR,28,9,5,4,0.555555556,0.56,1.2,1580.398416
Leonardo Mayer,Guido Pella,1,3/18/2019,Miami Masters,287,2019-M007,244,62,32,ARG,31,44,19,25,0.431818182,0.460176991,2.548672566,1550.768381,ARG,28,52,30,22,0.576923077,0.547445255,2.313868613,1600.911736
Stefanos Tsitsipas,Mackenzie Mcdonald,1,3/18/2019,Miami Masters,287,2019-M007,245,10,60,GRE,20,76,50,26,0.657894737,0.601010101,2.742424242,1772.790635,USA,23,30,14,16,0.466666667,0.488372093,1.76744186,1591.855161
Roger Federer,Radu Albot,1,3/18/2019,Miami Masters,287,2019-M007,246,5,46,SUI,37,53,42,11,0.79245283,0.744525547,3.313868613,2003.870153,MDA,29,42,22,20,0.523809524,0.469026549,1.115044248,1615.098851
Stan Wawrinka,Filip Krajinovic,0,3/18/2019,Miami Masters,287,2019-M007,247,37,103,SUI,33,43,24,19,0.558139535,0.557522124,3,1725.940554,SRB,27,29,14,15,0.482758621,0.514285714,2.314285714,1673.848487
Reilly Opelka,Diego Schwartzman,1,3/18/2019,Miami Masters,287,2019-M007,248,58,24,USA,21,11,7,4,0.636363636,0.566666667,10.13333333,1594.684975,ARG,26,54,29,25,0.537037037,0.51369863,0.910958904,1630.34846
Adrian Mannarino,Daniil Medvedev,0,3/18/2019,Miami Masters,287,2019-M007,249,55,15,FRA,30,51,20,31,0.392156863,0.426356589,1.713178295,1530.619127,RUS,23,69,45,24,0.652173913,0.631578947,2.807017544,1805.354789
Jordan Thompson,Karen Khachanov,1,3/18/2019,Miami Masters,287,2019-M007,250,77,12,AUS,24,23,9,14,0.391304348,0.4,2,1534.897561,RUS,22,59,37,22,0.627118644,0.61038961,3.5,1729.348152
Grigor Dimitrov,Feliciano Lopez,1,3/18/2019,Miami Masters,287,2019-M007,251,29,94,BUL,27,35,19,16,0.542857143,0.515463918,2.896907216,1695.877796,ESP,37,32,14,18,0.4375,0.419753086,4.604938272,1572.657995
Steve Johnson,Joao Sousa,0,3/18/2019,Miami Masters,287,2019-M007,252,38,41,USA,29,49,27,22,0.551020408,0.552845528,2.634146341,1550.848858,POR,29,49,24,25,0.489795918,0.466165414,1.654135338,1542.095604
Kevin Anderson,Jaume Munar,1,3/18/2019,Miami Masters,287,2019-M007,253,7,61,RSA,32,52,37,15,0.711538462,0.622516556,5.622516556,1831.760475,ESP,21,33,18,15,0.545454545,0.505882353,1.670588235,1543.833517
Kei Nishikori,Dusan Lajovic,0,3/18/2019,Miami Masters,287,2019-M007,254,6,44,JPN,29,72,51,21,0.708333333,0.642487047,1.378238342,1810.43712,SRB,28,49,24,25,0.489795918,0.4921875,1.5078125,1563.388582
Alexander Bublik,Nick Kyrgios,0,3/18/2019,Miami Masters,287,2019-M007,255,131,33,KAZ,21,3,1,2,0.333333333,0.285714286,1.571428571,1470.490062,AUS,23,38,24,14,0.631578947,0.556603774,7.009433962,1775.826466
Gilles Simon,Jeremy Chardy,0,3/18/2019,Miami Masters,287,2019-M007,256,27,40,FRA,34,58,33,25,0.568965517,0.549668874,1.927152318,1614.730926,FRA,32,48,25,23,0.520833333,0.504,3.688,1588.891282
Borna Coric,Roberto Carballes Baena,1,3/18/2019,Miami Masters,287,2019-M007,257,13,113,CRO,22,47,30,17,0.638297872,0.590551181,2.692913386,1741.888186,ESP,25,35,15,20,0.428571429,0.443181818,1.011363636,1490.433655
Robin Haase,Lloyd Harris,1,3/18/2019,Miami Masters,287,2019-M007,258,65,96,NED,31,48,19,29,0.395833333,0.435114504,2.580152672,1501.460055,RSA,21,7,2,5,0.285714286,0.277777778,4.166666667,1401.129416
Mischa Zverev,Nikoloz Basilashvili,0,3/18/2019,Miami Masters,287,2019-M007,259,75,19,GER,31,39,16,23,0.41025641,0.455445545,2.257425743,1448.437155,GEO,27,58,32,26,0.551724138,0.516129032,2.122580645,1648.972048
Felix Auger Aliassime,Marton Fucsovics,1,3/18/2019,Miami Masters,287,2019-M007,260,57,36,CAN,18,24,13,11,0.541666667,0.566666667,2.5,1685.106452,HUN,27,55,30,25,0.545454545,0.540145985,1.715328467,1649.986917
Hubert Hurkacz,Dominic Thiem,1,3/18/2019,Miami Masters,287,2019-M007,261,54,4,POL,22,23,9,14,0.391304348,0.421875,2.53125,1614.658599,AUT,25,61,43,18,0.704918033,0.635802469,2.388888889,1787.031386
Lorenzo Sonego,John Isner,0,3/18/2019,Miami Masters,287,2019-M007,262,106,9,ITA,23,16,7,9,0.4375,0.431818182,2.409090909,1496.104746,USA,33,63,41,22,0.650793651,0.607954545,7.982954545,1733.73354
Albert Ramos,Lucas Pouille,1,3/18/2019,Miami Masters,287,2019-M007,263,86,30,ESP,31,47,19,28,0.404255319,0.415254237,1.288135593,1525.665863,FRA,25,34,15,19,0.441176471,0.470588235,3.196078431,1571.616152
Kyle Edmund,Ilya Ivashka,1,3/18/2019,Miami Masters,287,2019-M007,264,22,110,GBR,24,51,30,21,0.588235294,0.59375,2.40625,1696.38449,BLR,25,19,6,13,0.315789474,0.354166667,2.666666667,1453.857681
Guido Andreozzi,Fabio Fognini,0,3/18/2019,Miami Masters,287,2019-M007,266,80,17,ARG,27,17,5,12,0.294117647,0.304347826,1.739130435,1409.931208,ITA,31,54,32,22,0.592592593,0.573426573,1.335664336,1611.567433
Janko Tipsarevic,Roberto Bautista Agut,0,3/18/2019,Miami Masters,287,2019-M007,267,453,25,SRB,34,1,0,1,0,0.25,1.5,1451.404287,ESP,30,49,33,16,0.673469388,0.593984962,1.353383459,1787.382256
John Millman,Federico Delbonis,0,3/18/2019,Miami Masters,287,2019-M007,268,39,83,AUS,29,42,21,21,0.5,0.495652174,1.695652174,1558.937443,ARG,28,27,9,18,0.333333333,0.391891892,1.256756757,1484.289474
Bernard Tomic,Novak Djokovic,0,3/18/2019,Miami Masters,287,2019-M007,269,81,1,AUS,26,20,10,10,0.5,0.509433962,3.698113208,1546.809509,SRB,31,71,59,12,0.830985915,0.776041667,2.0625,1999.542993
Frances Tiafoe,David Ferrer,1,3/18/2019,Miami Masters,287,2019-M007,270,34,155,USA,21,49,25,24,0.510204082,0.511111111,2.881481481,1603.027555,ESP,36,18,6,12,0.333333333,0.409090909,0.795454545,1548.9619
David Goffin,Marco Cecchinato,1,3/18/2019,Miami Masters,287,2019-M007,271,20,16,BEL,28,42,24,18,0.571428571,0.535714286,1.678571429,1690.87005,ITA,26,53,29,24,0.547169811,0.514492754,2.014492754,1518.728665
Denis Shapovalov,Andrey Rublev,1,3/18/2019,Miami Masters,287,2019-M007,272,23,99,CAN,19,59,32,27,0.542372881,0.512820513,2.923076923,1685.509419,RUS,21,31,12,19,0.387096774,0.397260274,2.424657534,1565.555928
Stefanos Tsitsipas,Leonardo Mayer,1,3/18/2019,Miami Masters,287,2019-M007,273,10,62,GRE,20,76,50,26,0.657894737,0.601010101,2.742424242,1772.790635,ARG,31,44,19,25,0.431818182,0.460176991,2.548672566,1550.768381
Roger Federer,Filip Krajinovic,1,3/18/2019,Miami Masters,287,2019-M007,274,5,103,SUI,37,53,42,11,0.79245283,0.744525547,3.313868613,2003.870153,SRB,27,29,14,15,0.482758621,0.514285714,2.314285714,1673.848487
Reilly Opelka,Daniil Medvedev,0,3/18/2019,Miami Masters,287,2019-M007,275,58,15,USA,21,11,7,4,0.636363636,0.566666667,10.13333333,1594.684975,RUS,23,69,45,24,0.652173913,0.631578947,2.807017544,1805.354789
Jordan Thompson,Grigor Dimitrov,1,3/18/2019,Miami Masters,287,2019-M007,276,77,29,AUS,24,23,9,14,0.391304348,0.4,2,1534.897561,BUL,27,35,19,16,0.542857143,0.515463918,2.896907216,1695.877796
Joao Sousa,Kevin Anderson,0,3/18/2019,Miami Masters,287,2019-M007,277,41,7,POR,29,49,24,25,0.489795918,0.466165414,1.654135338,1542.095604,RSA,32,52,37,15,0.711538462,0.622516556,5.622516556,1831.760475
Nick Kyrgios,Dusan Lajovic,1,3/18/2019,Miami Masters,287,2019-M007,278,33,44,AUS,23,38,24,14,0.631578947,0.556603774,7.009433962,1775.826466,SRB,28,49,24,25,0.489795918,0.4921875,1.5078125,1563.388582
Borna Coric,Jeremy Chardy,1,3/18/2019,Miami Masters,287,2019-M007,279,13,40,CRO,22,47,30,17,0.638297872,0.590551181,2.692913386,1741.888186,FRA,32,48,25,23,0.520833333,0.504,3.688,1588.891282
Nikoloz Basilashvili,Robin Haase,1,3/18/2019,Miami Masters,287,2019-M007,280,19,65,GEO,27,58,32,26,0.551724138,0.516129032,2.122580645,1648.972048,NED,31,48,19,29,0.395833333,0.435114504,2.580152672,1501.460055
Felix Auger Aliassime,Hubert Hurkacz,1,3/18/2019,Miami Masters,287,2019-M007,281,57,54,CAN,18,24,13,11,0.541666667,0.566666667,2.5,1685.106452,POL,22,23,9,14,0.391304348,0.421875,2.53125,1614.658599
John Isner,Albert Ramos,1,3/18/2019,Miami Masters,287,2019-M007,282,9,86,USA,33,63,41,22,0.650793651,0.607954545,7.982954545,1733.73354,ESP,31,47,19,28,0.404255319,0.415254237,1.288135593,1525.665863
Milos Raonic,Kyle Edmund,0,3/18/2019,Miami Masters,287,2019-M007,283,14,22,CAN,28,52,36,16,0.692307692,0.686131387,7.299270073,1739.903353,GBR,24,51,30,21,0.588235294,0.59375,2.40625,1696.38449
Fabio Fognini,Roberto Bautista Agut,0,3/18/2019,Miami Masters,287,2019-M007,284,17,25,ITA,31,54,32,22,0.592592593,0.573426573,1.335664336,1611.567433,ESP,30,49,33,16,0.673469388,0.593984962,1.353383459,1787.382256
Federico Delbonis,Novak Djokovic,0,3/18/2019,Miami Masters,287,2019-M007,285,83,1,ARG,28,27,9,18,0.333333333,0.391891892,1.256756757,1484.289474,SRB,31,71,59,12,0.830985915,0.776041667,2.0625,1999.542993
Frances Tiafoe,David Goffin,1,3/18/2019,Miami Masters,287,2019-M007,286,34,20,USA,21,49,25,24,0.510204082,0.511111111,2.881481481,1603.027555,BEL,28,42,24,18,0.571428571,0.535714286,1.678571429,1690.87005
Stefanos Tsitsipas,Denis Shapovalov,0,3/18/2019,Miami Masters,287,2019-M007,287,10,23,GRE,20,76,50,26,0.657894737,0.601010101,2.742424242,1772.790635,CAN,19,59,32,27,0.542372881,0.512820513,2.923076923,1685.509419
Daniil Medvedev,Roger Federer,0,3/18/2019,Miami Masters,287,2019-M007,288,15,5,RUS,23,69,45,24,0.652173913,0.631578947,2.807017544,1805.354789,SUI,37,53,42,11,0.79245283,0.744525547,3.313868613,2003.870153
Kevin Anderson,Jordan Thompson,1,3/18/2019,Miami Masters,287,2019-M007,289,7,77,RSA,32,52,37,15,0.711538462,0.622516556,5.622516556,1831.760475,AUS,24,23,9,14,0.391304348,0.4,2,1534.897561
Borna Coric,Nick Kyrgios,1,3/18/2019,Miami Masters,287,2019-M007,290,13,33,CRO,22,47,30,17,0.638297872,0.590551181,2.692913386,1741.888186,AUS,23,38,24,14,0.631578947,0.556603774,7.009433962,1775.826466
Nikoloz Basilashvili,Felix Auger Aliassime,0,3/18/2019,Miami Masters,287,2019-M007,291,19,57,GEO,27,58,32,26,0.551724138,0.516129032,2.122580645,1648.972048,CAN,18,24,13,11,0.541666667,0.566666667,2.5,1685.106452
John Isner,Kyle Edmund,1,3/18/2019,Miami Masters,287,2019-M007,292,9,22,USA,33,63,41,22,0.650793651,0.607954545,7.982954545,1733.73354,GBR,24,51,30,21,0.588235294,0.59375,2.40625,1696.38449
Novak Djokovic,Roberto Bautista Agut,0,3/18/2019,Miami Masters,287,2019-M007,293,1,25,SRB,31,71,59,12,0.830985915,0.776041667,2.0625,1999.542993,ESP,30,49,33,16,0.673469388,0.593984962,1.353383459,1787.382256
Frances Tiafoe,Denis Shapovalov,0,3/18/2019,Miami Masters,287,2019-M007,294,34,23,USA,21,49,25,24,0.510204082,0.511111111,2.881481481,1603.027555,CAN,19,59,32,27,0.542372881,0.512820513,2.923076923,1685.509419
Kevin Anderson,Roger Federer,0,3/18/2019,Miami Masters,287,2019-M007,295,7,5,RSA,32,52,37,15,0.711538462,0.622516556,5.622516556,1831.760475,SUI,37,53,42,11,0.79245283,0.744525547,3.313868613,2003.870153
Borna Coric,Felix Auger Aliassime,0,3/18/2019,Miami Masters,287,2019-M007,296,13,57,CRO,22,47,30,17,0.638297872,0.590551181,2.692913386,1741.888186,CAN,18,24,13,11,0.541666667,0.566666667,2.5,1685.106452
John Isner,Roberto Bautista Agut,1,3/18/2019,Miami Masters,287,2019-M007,297,9,25,USA,33,63,41,22,0.650793651,0.607954545,7.982954545,1733.73354,ESP,30,49,33,16,0.673469388,0.593984962,1.353383459,1787.382256
Roger Federer,Denis Shapovalov,1,3/18/2019,Miami Masters,287,2019-M007,298,5,23,SUI,37,53,42,11,0.79245283,0.744525547,3.313868613,2003.870153,CAN,19,59,32,27,0.542372881,0.512820513,2.923076923,1685.509419
Felix Auger Aliassime,John Isner,0,3/18/2019,Miami Masters,287,2019-M007,299,57,9,CAN,18,24,13,11,0.541666667,0.566666667,2.5,1685.106452,USA,33,63,41,22,0.650793651,0.607954545,7.982954545,1733.73354
Roger Federer,John Isner,1,3/18/2019,Miami Masters,287,2019-M007,300,5,9,SUI,37,53,42,11,0.79245283,0.744525547,3.313868613,2003.870153,USA,33,63,41,22,0.650793651,0.607954545,7.982954545,1733.73354
Jiri Vesely,Fabio Fognini,1,4/8/2019,Marrakech,288,2019-0360,270,101,18,CZE,25,24,11,13,0.458333333,0.46875,3.15625,1531.156974,ITA,31,54,32,22,0.592592593,0.569444444,1.333333333,1594.036116
Juan Ignacio Londero,Carlos Berlocq,1,4/8/2019,Marrakech,288,2019-0360,271,66,177,ARG,25,11,7,4,0.636363636,0.6,1.6,1526.154472,ARG,36,3,0,3,0,0.222222222,1.111111111,1344.67383
Pablo Andujar,Federico Delbonis,1,4/8/2019,Marrakech,288,2019-0360,272,70,74,ESP,33,15,7,8,0.466666667,0.441176471,0.411764706,1517.077962,ARG,28,30,11,19,0.366666667,0.414634146,1.341463415,1466.699591
Alejandro Davidovich Fokina,Philipp Kohlschreiber,0,4/8/2019,Marrakech,288,2019-0360,273,172,41,NA,NA,0,0,0,0,0,0,1500,GER,35,48,25,23,0.520833333,0.532258065,2.088709677,1630.048408
Jozef Kovalik,Gilles Simon,0,4/8/2019,Marrakech,288,2019-0360,274,120,27,SVK,25,8,4,4,0.5,0.5,1.65,1477.67439,FRA,34,58,33,25,0.568965517,0.546666667,1.92,1619.004294
Albert Ramos,Guido Andreozzi,0,4/8/2019,Marrakech,288,2019-0360,275,84,90,ESP,31,50,21,29,0.42,0.424,1.28,1508.019226,ARG,27,19,6,13,0.315789474,0.333333333,1.784313725,1432.46717
Mischa Zverev,Taro Daniel,0,4/8/2019,Marrakech,288,2019-0360,276,72,75,GER,31,39,16,23,0.41025641,0.45,2.27,1429.349817,JPN,26,35,15,20,0.428571429,0.425287356,1.310344828,1419.507299
Adrian Menendez Maceiras,Fernando Verdasco,1,4/8/2019,Marrakech,288,2019-0360,277,139,38,ESP,33,4,0,4,0,0,0.875,1367.889303,ESP,35,55,29,26,0.527272727,0.533783784,2.797297297,1620.976688
Lorenzo Sonego,Laslo Djere,1,4/8/2019,Marrakech,288,2019-0360,278,103,32,ITA,23,18,8,10,0.444444444,0.4375,2.479166667,1536.771752,SRB,23,34,18,16,0.529411765,0.488372093,2.26744186,1527.898149
Robin Haase,Malek Jaziri,1,4/8/2019,Marrakech,288,2019-0360,279,62,65,NED,31,49,20,29,0.408163265,0.439393939,2.628787879,1499.856799,TUN,35,43,19,24,0.441860465,0.433962264,1.320754717,1439.726904
Jo-Wilfried Tsonga,Cedrik Marcel Stebe,1,4/8/2019,Marrakech,288,2019-0360,280,116,NA,FRA,33,20,12,8,0.6,0.6,4.68,1742.62672,GER,27,0,0,0,NA,NA,NA,1417.336355
Ugo Humbert,Kyle Edmund,0,4/8/2019,Marrakech,288,2019-0360,281,63,22,FRA,20,16,6,10,0.375,0.452380952,3.357142857,1464.494044,GBR,24,53,32,21,0.603773585,0.603053435,2.404580153,1689.665496
Pierre Hugues Herbert,Thomas Fabbiano,1,4/8/2019,Marrakech,288,2019-0360,282,50,94,FRA,28,41,22,19,0.536585366,0.522522523,2.90990991,1590.443334,ITA,29,19,8,11,0.421052632,0.440677966,0.677966102,1427.199461
Benoit Paire,Aljaz Bedene,1,4/8/2019,Marrakech,288,2019-0360,283,69,68,FRA,29,50,20,30,0.4,0.4453125,3.453125,1598.245024,SLO,29,32,15,17,0.46875,0.471910112,2.786516854,1536.50527
Jaume Munar,Facundo Bagnis,1,4/8/2019,Marrakech,288,2019-0360,284,60,142,ESP,21,35,19,16,0.542857143,0.511111111,1.666666667,1566.180202,ARG,28,7,2,5,0.285714286,0.333333333,1.833333333,1302.943189
Alexander Zverev,Denis Istomin,1,4/8/2019,Marrakech,288,2019-0360,285,3,104,GER,21,68,51,17,0.75,0.694915254,2.915254237,1799.763997,UZB,32,25,9,16,0.36,0.384615385,2.246153846,1483.181445
Jiri Vesely,Juan Ignacio Londero,1,4/8/2019,Marrakech,288,2019-0360,286,101,66,CZE,25,24,11,13,0.458333333,0.46875,3.15625,1531.156974,ARG,25,11,7,4,0.636363636,0.6,1.6,1526.154472
Pablo Andujar,Philipp Kohlschreiber,1,4/8/2019,Marrakech,288,2019-0360,287,70,41,ESP,33,15,7,8,0.466666667,0.441176471,0.411764706,1517.077962,GER,35,48,25,23,0.520833333,0.532258065,2.088709677,1630.048408
Guido Andreozzi,Gilles Simon,0,4/8/2019,Marrakech,288,2019-0360,288,90,27,ARG,27,19,6,13,0.315789474,0.333333333,1.784313725,1432.46717,FRA,34,58,33,25,0.568965517,0.546666667,1.92,1619.004294
Adrian Menendez Maceiras,Taro Daniel,0,4/8/2019,Marrakech,288,2019-0360,289,139,75,ESP,33,4,0,4,0,0,0.875,1367.889303,JPN,26,35,15,20,0.428571429,0.425287356,1.310344828,1419.507299
Robin Haase,Lorenzo Sonego,0,4/8/2019,Marrakech,288,2019-0360,290,62,103,NED,31,49,20,29,0.408163265,0.439393939,2.628787879,1499.856799,ITA,23,18,8,10,0.444444444,0.4375,2.479166667,1536.771752
Kyle Edmund,Jo-Wilfried Tsonga,0,4/8/2019,Marrakech,288,2019-0360,291,22,116,GBR,24,53,32,21,0.603773585,0.603053435,2.404580153,1689.665496,FRA,33,20,12,8,0.6,0.6,4.68,1742.62672
Pierre Hugues Herbert,Benoit Paire,0,4/8/2019,Marrakech,288,2019-0360,292,50,69,FRA,28,41,22,19,0.536585366,0.522522523,2.90990991,1590.443334,FRA,29,50,20,30,0.4,0.4453125,3.453125,1598.245024
Alexander Zverev,Jaume Munar,0,4/8/2019,Marrakech,288,2019-0360,293,3,60,GER,21,68,51,17,0.75,0.694915254,2.915254237,1799.763997,ESP,21,35,19,16,0.542857143,0.511111111,1.666666667,1566.180202
Taro Daniel,Gilles Simon,0,4/8/2019,Marrakech,288,2019-0360,295,75,27,JPN,26,35,15,20,0.428571429,0.425287356,1.310344828,1419.507299,FRA,34,58,33,25,0.568965517,0.546666667,1.92,1619.004294
Jo-Wilfried Tsonga,Lorenzo Sonego,1,4/8/2019,Marrakech,288,2019-0360,296,116,103,FRA,33,20,12,8,0.6,0.6,4.68,1742.62672,ITA,23,18,8,10,0.444444444,0.4375,2.479166667,1536.771752
Jaume Munar,Benoit Paire,0,4/8/2019,Marrakech,288,2019-0360,297,60,69,ESP,21,35,19,16,0.542857143,0.511111111,1.666666667,1566.180202,FRA,29,50,20,30,0.4,0.4453125,3.453125,1598.245024
Pablo Andujar,Gilles Simon,1,4/8/2019,Marrakech,288,2019-0360,298,70,27,ESP,33,15,7,8,0.466666667,0.441176471,0.411764706,1517.077962,FRA,34,58,33,25,0.568965517,0.546666667,1.92,1619.004294
Benoit Paire,Jo-Wilfried Tsonga,1,4/8/2019,Marrakech,288,2019-0360,299,69,116,FRA,29,50,20,30,0.4,0.4453125,3.453125,1598.245024,FRA,33,20,12,8,0.6,0.6,4.68,1742.62672
Pablo Andujar,Benoit Paire,0,4/8/2019,Marrakech,288,2019-0360,300,70,69,ESP,33,15,7,8,0.466666667,0.441176471,0.411764706,1517.077962,FRA,29,50,20,30,0.4,0.4453125,3.453125,1598.245024
Cristian Garin,Pablo Cuevas,1,4/8/2019,Houston,289,2019-0717,271,73,83,CHI,22,11,6,5,0.545454545,0.464285714,1.75,1654.787706,URU,33,28,13,15,0.464285714,0.52,2.68,1523.104272
Ryan Harrison,Ivo Karlovic,1,4/8/2019,Houston,289,2019-0717,272,107,77,USA,26,32,13,19,0.40625,0.43902439,3.609756098,1489.729436,CRO,40,31,14,17,0.451612903,0.494117647,8.541176471,1485.305323
Henri Laaksonen,Mackenzie Mcdonald,1,4/8/2019,Houston,289,2019-0717,273,126,59,SUI,26,11,6,5,0.545454545,0.533333333,2.2,1566.544674,USA,23,32,15,17,0.46875,0.483516484,1.703296703,1562.336581
Janko Tipsarevic,Tennys Sandgren,1,4/8/2019,Houston,289,2019-0717,275,372,81,SRB,34,3,1,2,0.333333333,0.375,1.625,1488.027104,USA,27,35,15,20,0.428571429,0.465909091,3.431818182,1428.715133
Noah Rubin,Guillermo Garcia Lopez,0,4/8/2019,Houston,289,2019-0717,276,144,115,USA,22,10,4,6,0.4,0.44,1.8,1420.492224,ESP,35,35,14,21,0.4,0.409090909,1.363636364,1471.947635
Bjorn Fratangelo,Sam Querrey,0,4/8/2019,Houston,289,2019-0717,277,127,71,USA,25,9,3,6,0.333333333,0.347826087,2.130434783,1389.148541,USA,31,38,18,20,0.473684211,0.5,5.744897959,1601.512943
Taylor Fritz,Marcel Granollers,0,4/8/2019,Houston,289,2019-0717,278,58,112,USA,21,41,20,21,0.487804878,0.508928571,3.696428571,1526.54776,ESP,32,14,5,9,0.357142857,0.363636364,2.333333333,1425.418285
Denis Kudla,Bernard Tomic,0,4/8/2019,Houston,289,2019-0717,279,85,79,USA,26,34,13,21,0.382352941,0.395348837,3,1418.374168,AUS,26,22,11,11,0.5,0.50877193,3.754385965,1535.502388
Casper Ruud,Hugo Dellien,1,4/8/2019,Houston,289,2019-0717,280,95,76,NOR,20,17,9,8,0.529411765,0.488372093,1.813953488,1583.534121,BOL,25,7,4,3,0.571428571,0.625,0.875,1486.217098
Pedja Krstin,Jordan Thompson,0,4/8/2019,Houston,289,2019-0717,282,195,67,NA,NA,0,0,0,0,0,0,1500,AUS,24,27,12,15,0.444444444,0.434782609,2.130434783,1542.627518
Santiago Giraldo,Bradley Klahn,1,4/8/2019,Houston,289,2019-0717,283,224,93,COL,30,1,0,1,0,0,0.666666667,1379.307951,USA,28,16,5,11,0.3125,0.348837209,3.395348837,1373.432542
Daniel Elahi Galan,Paolo Lorenzi,1,4/8/2019,Houston,289,2019-0717,284,241,108,COL,22,1,0,1,0,0.333333333,2.666666667,1540.654051,ITA,37,23,7,16,0.304347826,0.338983051,1.644067797,1397.468872
Cristian Garin,Jeremy Chardy,1,4/8/2019,Houston,289,2019-0717,286,73,42,CHI,22,11,6,5,0.545454545,0.464285714,1.75,1654.787706,FRA,32,47,24,23,0.510638298,0.496,3.656,1573.289256
Henri Laaksonen,Ryan Harrison,1,4/8/2019,Houston,289,2019-0717,287,126,107,SUI,26,11,6,5,0.545454545,0.533333333,2.2,1566.544674,USA,26,32,13,19,0.40625,0.43902439,3.609756098,1489.729436
Janko Tipsarevic,Cameron Norrie,1,4/8/2019,Houston,289,2019-0717,288,372,55,SRB,34,3,1,2,0.333333333,0.375,1.625,1488.027104,GBR,23,42,23,19,0.547619048,0.533333333,1.99047619,1536.692013
